RPID,MID,ReleaseDate
202,8667,2006-10-26
15,8336,2021-09-30
201,6807,1958-12-14
34,2832,2020-01-14
202,6292,2001-11-04
6,1598,2018-09-21
129,6886,2022-05-01
62,5111,2024-06-29
161,3221,2017-10-29
202,8144,2007-04-08
202,1783,2013-12-28
77,4381,2019-06-22
64,5864,2018-05-09
201,2530,1957-05-18
113,1381,2022-12-18
18,8414,2025-02-28
66,6830,2019-07-09
202,7726,1997-12-23
202,131,2007-06-21
69,8366,2018-11-16
199,3550,2017-01-25
163,2924,2020-12-05
1,7337,2020-11-04
108,4072,2024-07-20
21,3941,2023-10-26
202,5890,2010-01-21
145,7607,2017-07-03
202,3581,2001-09-17
195,5481,2024-02-11
32,5249,2022-08-06
24,3804,2021-01-19
202,12,2000-05-24
22,6405,2024-04-08
57,2902,2018-04-24
147,2615,2017-11-17
75,6577,2019-06-22
202,3045,2006-11-04
202,4373,2011-08-18
129,8254,2020-04-29
180,222,2022-03-16
202,1653,2016-03-21
140,834,2024-05-23
172,515,2020-09-08
201,3222,1957-01-13
115,2364,2017-02-20
202,7253,2011-11-04
201,6831,1987-09-17
175,7841,2018-11-16
202,1478,2007-04-15
132,3238,2017-09-21
58,3848,2021-03-25
167,7779,2018-11-10
201,8797,1964-05-23
202,7119,2012-11-08
29,4493,2024-03-29
202,857,2012-11-04
3,3064,2018-09-27
202,8730,2013-02-04
70,3612,2022-10-17
119,812,2024-11-04
171,3347,2018-04-21
201,5371,1980-03-03
28,2214,2020-05-27
187,4353,2022-08-26
142,5313,2023-07-30
60,936,2025-01-03
55,8797,2023-05-24
202,3237,2011-03-06
202,8304,2006-09-04
202,7098,2006-03-20
132,4877,2017-05-07
201,7635,1991-12-15
28,6486,2021-11-26
195,6247,2022-05-03
202,2779,2016-03-05
201,8224,1960-12-15
180,5818,2017-01-11
47,1846,2025-12-04
51,7685,2024-06-09
5,5258,2021-12-18
202,6266,2002-09-07
122,3270,2020-10-01
201,551,1988-09-21
169,3899,2017-07-31
202,54,2000-01-24
169,4439,2017-05-17
79,4129,2024-10-03
195,5231,2024-09-29
163,4543,2020-11-26
202,7546,2015-02-17
142,2961,2023-07-12
178,4547,2017-07-17
117,4485,2022-07-31
202,7082,2005-03-02
164,8477,2021-12-27
202,854,2013-11-15
140,7413,2018-06-23
202,356,2003-08-16
202,6078,1997-06-08
89,5575,2017-05-31
129,6658,2021-03-01
202,6141,1997-09-16
125,5084,2020-03-03
74,8445,2019-04-26
202,7128,2003-06-08
123,6650,2018-02-14
202,7411,2006-09-01
108,6236,2022-12-21
101,3780,2017-10-23
20,2102,2024-01-07
19,7058,2025-10-08
202,3429,2015-03-17
113,4109,2018-09-01
94,7392,2017-06-13
108,7160,2025-05-28
5,7031,2020-12-03
72,6277,2022-01-04
1,6178,2022-06-13
119,3142,2018-10-07
159,1498,2020-01-04
202,8195,1995-01-26
90,7034,2020-02-15
169,5968,2017-09-01
191,4579,2019-12-25
53,1007,2021-05-10
202,470,2004-07-15
103,7145,2021-07-04
38,5586,2019-07-19
202,3312,2012-04-14
179,7954,2020-01-23
202,2366,2016-11-11
165,6590,2022-11-07
201,2384,1975-06-17
39,5494,2017-10-25
202,8027,2005-02-14
155,7725,2020-07-08
174,2706,2018-01-27
201,8787,1994-05-18
202,1306,2009-05-19
47,8624,2023-05-26
111,1687,2020-10-23
36,7291,2022-02-07
202,7952,1999-04-11
201,1923,1965-08-21
201,2550,1989-04-21
202,2155,2016-07-01
202,3692,2006-02-17
88,5614,2022-02-12
128,8192,2020-03-04
121,5161,2024-03-09
132,2429,2024-08-04
42,4836,2020-05-04
38,6358,2018-08-22
64,4885,2023-03-14
155,119,2017-09-28
49,6740,2022-12-30
169,6280,2017-11-12
202,6118,2012-04-14
154,6094,2025-03-30
145,5287,2017-06-25
168,4503,2017-02-19
202,5269,2004-12-04
202,2663,2002-09-20
89,4961,2021-01-13
74,4727,2025-11-06
101,4919,2017-08-21
202,4444,2006-02-12
202,6341,2015-10-13
31,3141,2018-01-21
202,5210,2010-05-09
202,6820,1999-04-08
202,3324,1999-06-02
27,5301,2022-09-15
202,5505,2011-05-03
161,4005,2022-07-08
91,5119,2018-09-06
201,1842,1972-10-21
201,1108,1953-07-23
90,5124,2024-11-15
202,80,2005-01-20
202,8404,1997-06-18
103,7243,2019-09-06
202,6428,2000-03-11
202,1523,2010-02-22
3,8357,2022-02-08
91,3034,2017-11-26
128,6211,2022-03-04
43,6176,2023-07-08
158,1008,2021-01-11
110,5356,2023-01-17
202,5371,2001-10-11
86,3667,2017-11-05
72,5319,2025-02-27
67,1593,2024-11-23
202,3711,2000-11-27
37,1993,2021-10-21
201,2487,1990-05-03
59,1653,2019-07-24
99,8218,2019-05-22
55,8794,2025-08-04
37,8699,2017-01-25
12,1753,2019-09-22
202,5859,2013-06-08
30,103,2025-01-03
59,3203,2019-08-07
201,243,1992-04-30
202,579,2011-10-15
197,5846,2023-03-07
30,2550,2022-11-21
117,2140,2022-01-04
111,3088,2018-02-23
78,1365,2018-03-06
202,280,2014-07-21
120,6141,2017-07-03
201,3935,1992-10-25
197,5811,2021-07-01
202,2180,2002-02-08
127,3828,2024-08-11
202,7565,1996-11-29
187,4259,2022-07-05
123,4959,2021-09-22
202,2866,2000-08-14
92,467,2018-07-31
202,803,1996-04-11
7,8417,2017-09-17
202,8630,2009-03-30
127,7411,2021-03-30
89,3958,2022-01-20
131,4786,2019-02-20
201,1576,1975-01-24
201,3468,1969-11-30
101,5150,2025-02-11
113,1446,2020-04-15
165,6948,2025-08-15
108,4515,2021-12-23
30,2059,2020-03-03
202,6393,1999-01-29
202,3178,1996-01-07
202,5877,2008-02-20
194,7797,2025-03-27
37,4787,2019-08-14
202,5530,2011-01-25
165,5222,2025-12-01
1,7630,2019-07-10
159,653,2020-01-19
114,2641,2025-04-01
167,803,2018-08-18
202,8298,1999-03-07
188,7117,2023-04-14
202,7520,2016-09-08
62,6791,2025-02-05
202,7727,2003-03-26
31,449,2018-03-30
39,509,2023-08-18
114,4534,2024-12-02
39,4015,2019-10-07
169,4148,2025-05-19
45,8063,2024-01-17
201,6251,1964-01-18
124,1209,2021-03-26
202,1924,2005-05-06
17,419,2020-05-19
58,2501,2018-12-28
87,2444,2019-05-31
54,3263,2023-02-11
75,7161,2021-01-20
202,8362,2021-04-04
144,6581,2017-05-03
202,5540,2004-12-15
201,4839,1955-09-11
202,2528,2007-03-20
5,1945,2025-04-17
174,5927,2025-07-16
88,4342,2021-11-11
167,700,2020-12-04
202,8064,2005-09-06
202,8051,1998-04-21
201,8254,1986-12-05
27,4793,2022-10-16
91,465,2018-04-06
96,3979,2023-03-31
201,8772,1960-05-04
72,5902,2025-06-12
202,667,2011-05-03
151,5217,2022-08-06
11,8606,2025-06-12
23,443,2024-10-25
60,3928,2017-11-04
5,8483,2021-10-18
202,4051,2014-07-29
202,2984,2014-06-01
202,6867,2016-02-12
202,7422,2012-08-17
78,4036,2017-06-18
135,904,2019-04-24
96,4657,2024-01-04
202,6451,2012-08-19
2,6019,2023-12-24
84,4128,2017-08-26
15,2203,2021-09-14
170,2986,2023-01-15
202,6993,2011-03-25
202,673,2000-02-24
14,2668,2021-01-31
202,2085,2005-09-17
19,2613,2019-09-14
192,4524,2022-04-27
202,343,2007-10-06
202,5896,2003-03-02
201,3705,1984-02-01
202,4883,2014-05-27
201,1770,1961-11-19
188,8708,2021-09-19
161,4866,2017-05-19
201,859,1952-10-01
88,2019,2019-03-12
202,475,2016-12-28
30,4615,2023-11-01
202,480,1999-05-23
202,8023,1997-04-20
38,3807,2021-02-27
17,5797,2025-02-06
42,5329,2023-08-10
187,4774,2019-10-03
198,2620,2018-05-31
6,1179,2021-06-21
202,5508,2006-02-23
96,4041,2023-02-12
150,5441,2019-04-07
4,3639,2024-01-20
201,5143,1957-05-30
159,141,2020-04-08
114,2929,2023-11-19
202,4482,2005-12-27
153,3630,2022-12-11
7,1412,2025-02-24
155,2424,2025-10-14
201,5149,1971-08-24
109,6885,2023-10-26
202,4896,2002-05-21
161,239,2024-11-09
96,6288,2023-04-20
20,8680,2019-11-27
85,7530,2021-08-02
201,3021,1987-03-29
127,6417,2020-10-08
202,7341,2012-08-21
183,600,2025-01-07
202,7811,2016-02-22
201,6669,1968-12-05
202,8557,2011-11-21
192,8422,2021-06-19
202,4402,2006-05-05
202,327,1999-08-31
84,6823,2020-09-01
82,6916,2018-03-01
161,2611,2025-10-10
178,8477,2021-02-09
202,1848,2012-03-11
3,251,2020-09-25
200,580,2017-05-22
81,4773,2022-10-28
202,6772,2004-02-24
26,1458,2022-08-13
71,7247,2025-11-30
17,1431,2025-03-24
99,5488,2023-11-02
160,1925,2023-10-11
202,2033,2014-01-15
2,3229,2025-12-04
66,5391,2017-08-04
106,7543,2023-01-02
201,4788,1968-12-17
58,1441,2017-11-22
29,2745,2023-12-18
175,8273,2021-12-07
6,861,2020-08-11
202,6255,2013-08-15
65,506,2022-01-26
197,1959,2023-11-14
192,5005,2024-09-09
110,3193,2018-03-05
201,6174,1977-06-07
34,5225,2021-04-01
76,3454,2023-07-17
83,985,2019-05-12
202,5370,1999-01-25
162,2338,2019-04-21
69,5254,2021-01-05
188,7051,2018-08-20
197,3587,2017-02-17
56,6138,2017-07-16
201,3270,1976-12-31
25,5042,2020-07-19
176,5577,2021-03-25
116,1782,2017-02-09
139,6704,2021-05-16
139,6577,2017-01-30
202,5274,2008-12-31
202,1755,2003-02-26
32,8174,2023-10-10
42,6726,2024-08-17
202,7305,2007-12-25
188,4323,2025-12-13
65,8781,2019-04-05
72,949,2023-12-12
119,705,2021-12-21
202,4571,1999-07-30
202,5732,2010-03-19
201,630,1955-02-17
202,685,2000-07-06
41,1162,2019-06-01
202,3149,2015-04-18
195,8654,2019-12-20
188,3862,2018-04-12
202,4407,2007-08-24
202,1692,2001-06-28
202,2365,2005-01-15
99,415,2019-01-27
202,8661,2016-04-17
139,7750,2024-11-24
108,843,2019-03-07
150,3965,2024-06-28
202,2633,2007-12-06
201,1420,1970-06-11
78,5078,2023-05-11
201,8250,1961-03-19
17,7152,2017-11-27
92,6242,2019-12-22
202,2564,2013-02-13
201,6706,1977-12-25
66,3445,2017-08-18
202,8585,2016-08-23
79,6787,2022-12-22
202,3856,2007-10-27
112,5381,2019-08-17
201,6473,1970-08-25
61,789,2017-07-19
94,7405,2020-05-20
10,3293,2019-05-16
64,1011,2020-04-28
201,8220,1979-03-12
11,2003,2020-10-02
202,912,2010-08-01
174,239,2023-06-16
201,7322,1980-01-16
170,8702,2017-09-05
161,5390,2024-03-25
175,5213,2024-10-18
201,3060,1964-07-09
202,3347,2016-11-04
98,3630,2020-03-31
202,7366,2004-11-21
135,8243,2020-01-18
116,329,2020-02-10
202,7349,2012-04-02
202,396,2008-04-03
196,8374,2024-11-06
202,5031,2002-06-06
202,1192,2004-12-22
202,4808,1996-09-03
167,6451,2018-09-23
191,3070,2023-02-20
170,5789,2023-10-05
194,1230,2017-02-20
202,1812,2002-01-14
50,5226,2022-05-21
77,3845,2023-04-16
174,990,2019-01-10
15,6647,2018-11-23
202,1841,2011-06-11
202,3973,2006-12-30
194,4024,2018-05-02
202,3463,1995-07-05
92,7468,2018-12-29
16,2308,2020-03-12
101,4701,2025-05-16
177,1414,2021-07-31
88,757,2025-11-07
86,7454,2017-03-12
111,6321,2017-09-20
202,7979,2011-05-09
169,4161,2019-06-10
202,6047,2001-08-14
202,1950,2001-03-25
69,8642,2022-05-31
49,4713,2024-02-17
118,6500,2019-02-16
191,781,2024-11-27
73,1722,2024-09-24
104,2725,2024-09-28
24,6573,2025-07-06
202,6700,2012-03-05
70,7046,2024-12-08
201,1794,1983-05-18
181,2255,2021-01-28
196,3019,2023-03-12
38,6907,2023-09-03
71,6367,2023-07-10
52,8704,2018-06-30
111,7610,2020-04-25
142,1618,2021-06-21
30,5851,2017-10-05
53,7367,2018-02-10
202,71,2015-03-11
202,4839,2012-10-05
202,4399,2008-07-08
145,944,2024-05-23
201,1548,1989-05-17
117,7140,2020-06-10
201,2512,1950-10-28
98,6861,2021-07-04
201,6184,1993-04-20
202,6759,2015-01-19
202,3235,1997-06-20
202,6081,2010-05-10
198,4836,2017-06-22
51,1698,2017-02-23
202,8508,2001-04-13
202,715,2000-02-01
201,872,1964-07-22
144,8306,2020-12-30
48,2847,2024-11-07
195,5993,2018-07-27
163,5891,2017-08-21
55,7535,2018-11-01
202,1227,2003-11-18
66,5816,2021-08-13
16,946,2017-02-20
91,6320,2021-11-23
202,1089,2006-01-05
145,248,2022-01-11
63,2920,2022-04-15
201,4990,1977-04-19
79,6144,2025-05-04
202,4576,2003-01-06
201,8085,1953-12-09
202,5763,2008-04-22
196,3106,2019-05-05
87,7967,2023-03-10
38,7624,2024-03-31
202,4357,2002-01-11
110,5428,2021-08-03
174,1053,2024-04-09
202,1905,2001-04-04
115,1692,2018-05-21
200,5948,2023-06-20
202,7495,2010-08-25
202,4735,2001-06-13
180,3413,2021-06-30
201,5191,1982-09-25
201,8235,1967-06-25
36,3366,2019-01-13
201,5393,1984-04-06
202,671,2016-12-14
21,5196,2025-06-27
202,4145,2004-11-01
10,5076,2020-11-08
202,6410,2014-11-09
152,6765,2023-01-12
110,987,2022-01-07
187,6501,2020-05-04
201,2883,1968-08-23
201,6384,1969-11-08
150,6436,2025-01-24
177,4824,2018-02-17
202,7662,1998-10-01
201,5035,1982-10-28
182,4698,2017-08-08
193,1557,2018-05-28
176,5695,2022-11-02
156,2005,2019-04-14
48,325,2025-06-20
193,7596,2017-11-01
10,4850,2024-08-02
147,6524,2020-02-07
202,664,2002-05-14
78,7324,2022-09-21
168,6208,2025-12-05
169,158,2023-06-25
201,3426,1958-12-24
172,5525,2020-05-07
2,3872,2024-09-05
179,2672,2018-06-04
68,5992,2018-07-16
171,4157,2025-02-02
202,3751,2000-03-13
177,5436,2024-06-24
202,1522,2011-09-30
185,1606,2023-11-18
166,6362,2019-06-22
48,2051,2024-11-07
202,318,2020-12-15
141,458,2025-06-09
202,932,2002-09-08
126,2327,2017-10-06
201,1151,1969-05-18
202,7566,2005-04-23
171,8752,2018-04-12
10,5916,2018-01-12
202,7228,2016-07-30
185,3507,2018-05-08
110,3939,2019-10-28
145,96,2023-01-07
201,5336,1985-09-29
3,5781,2025-04-14
202,3345,2014-01-13
169,8258,2020-01-07
103,4083,2020-06-05
201,3820,2024-10-13
38,1531,2020-12-15
181,7176,2018-01-25
7,5193,2017-09-13
71,8004,2023-03-17
202,29,2014-10-15
103,893,2017-02-14
113,5838,2020-04-02
179,718,2018-04-08
75,4022,2022-05-25
201,3142,1954-08-26
147,2585,2022-04-01
17,298,2020-11-20
185,8052,2024-09-27
202,6042,2003-10-02
171,1307,2024-01-29
202,3371,2013-10-18
194,2884,2025-12-01
128,6705,2018-12-17
120,6071,2023-06-22
188,664,2025-08-22
201,5729,1951-02-16
25,7263,2024-02-03
175,3219,2024-12-11
162,5817,2024-01-28
202,4616,2015-02-05
6,5471,2017-05-21
12,8680,2025-12-06
91,6904,2023-05-02
202,4702,1998-10-13
162,8154,2019-05-15
142,2492,2018-05-15
202,4970,2008-11-04
166,1142,2023-09-23
202,5104,2000-11-18
201,4114,1993-11-08
162,3273,2017-05-30
15,2299,2024-09-21
127,7798,2017-05-11
71,7716,2017-01-07
202,8485,2005-06-05
174,7804,2019-08-31
70,2012,2019-01-27
201,1649,1963-05-31
180,7845,2023-10-11
167,1150,2025-01-22
58,6506,2023-06-14
128,839,2021-08-26
171,3483,2018-09-13
58,2065,2021-07-02
22,3472,2018-05-20
202,2075,1997-08-24
201,2959,1993-08-15
202,222,2013-06-28
49,706,2022-07-22
170,8232,2018-06-01
202,6007,1999-11-23
20,7624,2019-02-02
109,3804,2024-10-23
202,4748,2014-10-24
202,5730,2015-04-22
201,5960,1977-10-10
72,5025,2018-12-18
202,8046,2008-07-18
108,7165,2020-02-14
24,6230,2022-03-19
202,4307,2008-02-19
180,3146,2021-03-15
176,3804,2025-06-12
26,2334,2021-02-04
47,3622,2021-08-16
168,6794,2022-08-21
202,5590,2008-03-20
202,7133,1996-04-05
151,2885,2024-11-23
59,5617,2025-05-22
197,3576,2019-10-28
106,2663,2025-01-13
202,1350,2016-08-27
202,4420,2005-10-28
84,5124,2020-08-08
201,8190,1981-08-05
201,3244,1982-04-21
201,421,1965-01-11
149,4848,2021-04-24
171,7959,2017-12-10
127,4753,2018-04-30
145,5907,2024-01-26
130,1615,2020-12-09
201,8651,1958-01-25
202,3409,1997-01-09
202,8301,2001-08-20
7,8719,2017-11-30
14,7872,2023-05-30
111,3219,2017-01-16
126,1890,2021-10-21
180,4284,2021-02-28
99,8062,2017-06-24
78,7935,2019-02-02
202,7636,2005-10-04
201,6091,1964-03-29
66,8009,2017-11-15
50,5762,2025-12-31
51,6670,2023-02-06
146,1250,2019-02-22
141,7898,2018-06-22
201,5582,2019-06-21
201,523,1989-03-23
183,2163,2017-09-28
202,4026,2012-05-19
62,4603,2024-01-18
76,466,2023-03-30
202,1198,1996-02-23
201,1186,1965-02-05
14,964,2018-05-17
6,8385,2017-03-03
186,226,2025-11-02
155,6503,2017-04-24
66,4583,2018-02-03
202,4708,2010-01-17
90,8510,2018-02-08
202,6929,2000-03-03
142,8549,2019-03-05
24,3309,2025-06-02
49,896,2017-06-19
27,1190,2025-05-08
202,247,1999-03-28
116,6880,2024-06-23
84,1936,2021-04-04
171,4689,2024-08-03
42,2285,2017-07-12
145,3777,2025-12-20
149,8672,2017-10-05
201,2015,1958-02-16
194,3051,2024-12-01
15,8659,2024-07-24
123,3472,2018-10-19
202,2813,2004-03-12
134,5238,2023-06-01
202,4592,1996-08-05
148,1910,2025-02-16
202,8494,2011-11-11
161,5697,2017-08-06
201,2177,1969-05-19
201,2702,1958-12-01
202,7302,2005-08-01
65,4681,2017-02-11
189,3514,2025-06-06
19,2255,2018-03-25
89,8111,2020-05-29
42,4562,2023-05-01
138,2854,2020-05-06
85,8429,2025-04-10
42,1257,2019-11-08
65,5227,2025-04-20
182,4107,2019-08-04
202,7084,1998-11-21
201,3225,1988-01-11
14,974,2025-01-22
166,6435,2019-03-04
162,2281,2020-07-08
200,7632,2020-10-01
163,7826,2025-03-18
202,5015,2016-10-12
129,7622,2022-06-10
202,3630,2000-01-22
202,1147,2006-04-22
122,5267,2023-08-27
51,8138,2022-05-21
47,2400,2017-02-18
180,298,2024-08-19
191,154,2025-11-11
202,2430,2011-07-30
176,3480,2020-12-30
197,8014,2024-04-18
108,6178,2017-11-02
202,7078,2008-07-05
4,993,2024-09-02
103,3461,2023-11-30
202,4796,2010-11-16
201,2730,1953-05-08
116,4897,2023-08-20
118,1886,2021-06-14
192,6797,2025-08-11
201,5862,1953-10-02
54,5112,2020-02-15
201,6899,1984-09-06
201,8689,1993-05-23
46,940,2022-11-04
201,6937,1956-07-01
201,5355,1986-02-08
11,8179,2017-09-05
194,2301,2020-04-06
155,5962,2021-06-12
111,7533,2018-06-19
15,7102,2017-10-19
32,3388,2024-09-10
202,1255,2006-06-07
148,8176,2017-01-05
169,773,2017-06-07
41,516,2022-01-26
15,8732,2025-03-19
134,4299,2025-05-19
182,4087,2021-09-29
202,2131,2011-06-22
202,3580,1997-11-05
112,158,2017-10-23
145,7201,2021-02-06
100,4451,2023-11-12
10,4277,2017-04-19
68,1800,2020-04-26
30,7519,2022-12-11
202,4178,2002-12-16
99,8119,2023-02-23
202,7461,2011-08-02
3,5115,2025-05-01
202,5039,2010-01-20
183,4833,2025-09-08
6,6491,2022-05-10
155,5230,2018-04-24
47,6884,2019-03-24
202,4254,2013-09-30
201,3383,1968-10-10
202,6145,2016-07-14
138,8230,2019-02-15
187,6830,2020-08-02
202,7199,2011-12-20
34,6629,2022-05-26
202,412,2007-08-29
201,301,1980-08-18
202,1085,2013-02-13
202,6811,2011-11-28
201,5687,1985-05-01
127,2987,2021-06-27
202,1981,2008-01-04
202,7011,2001-06-02
201,8505,1974-12-26
159,7628,2024-01-03
134,4659,2025-01-27
158,3404,2017-05-31
201,7719,1993-07-05
179,6521,2023-04-21
201,5133,1994-11-30
202,6213,2012-11-02
124,78,2020-07-15
201,7671,1987-06-24
202,3282,2004-09-05
99,4649,2025-05-16
201,85,1981-07-18
41,591,2017-01-28
172,8449,2019-01-11
175,613,2023-06-10
96,6680,2022-10-24
202,1482,1995-06-06
125,8633,2019-10-24
183,3077,2021-09-10
202,3505,1998-11-20
65,3034,2025-07-13
30,2683,2017-09-25
201,5449,1986-12-20
133,3370,2022-07-02
27,8626,2024-10-25
5,2009,2021-10-09
119,4440,2024-07-17
8,1154,2018-07-16
202,4548,2002-11-11
202,4537,2012-10-25
201,8536,1981-05-05
164,2606,2023-07-24
14,7983,2024-01-15
90,782,2024-02-29
33,3361,2023-06-05
201,5728,1971-07-08
131,8347,2023-12-23
82,4411,2018-10-15
202,1159,2004-05-03
108,5603,2022-07-25
24,582,2018-12-30
202,8623,2009-09-20
202,2668,2008-06-07
58,5790,2018-09-28
76,5227,2020-07-24
78,2130,2025-04-28
73,3888,2017-09-28
163,4842,2017-07-08
128,6873,2024-04-15
201,8381,1963-05-19
201,1924,1956-01-28
202,1796,2014-06-07
169,5077,2022-10-04
41,7270,2021-09-18
201,7964,1976-03-26
202,3683,2004-07-12
22,1014,2024-08-27
132,5659,2025-04-10
202,4508,2010-01-17
180,5376,2017-12-09
101,2100,2017-09-23
177,1342,2023-11-10
54,5984,2017-04-01
202,5947,2011-09-14
201,3410,1982-05-06
202,6125,2008-03-24
5,8349,2022-03-19
35,4571,2023-08-27
73,6615,2025-10-02
31,640,2021-03-19
153,6247,2020-11-23
179,1591,2025-02-24
105,8635,2021-05-25
202,5948,2001-03-30
202,1709,2011-10-09
34,7125,2021-11-25
202,28,1997-08-04
202,137,1997-12-16
202,7144,2012-12-07
33,3269,2021-06-10
41,5044,2024-12-27
132,2432,2021-01-25
202,1727,2007-11-01
124,3389,2020-02-10
202,7761,2008-06-01
201,1984,2017-01-07
201,1909,1950-01-29
202,357,2001-10-14
13,5033,2022-03-31
48,6390,2018-02-15
45,5176,2024-12-20
124,8207,2024-12-25
71,8334,2021-11-07
202,7070,2005-01-14
202,7550,1995-12-06
145,7054,2017-08-29
167,1864,2023-02-20
132,4465,2022-09-29
64,7214,2017-01-21
165,197,2022-11-11
185,2351,2018-06-04
158,5716,2021-06-06
111,3692,2019-05-27
117,3660,2023-09-20
202,1916,2013-06-05
202,5063,1996-08-05
126,5550,2017-10-08
202,2897,2007-04-21
162,5413,2022-03-15
202,2315,1998-04-04
194,5234,2023-03-16
140,7578,2023-04-30
31,2515,2025-04-13
171,2006,2023-04-06
201,7791,1985-01-02
201,1179,1992-10-26
201,2698,1963-05-15
202,8535,2002-01-21
202,7261,1995-01-08
79,1462,2025-12-15
56,5625,2017-04-20
101,7423,2020-09-28
53,2280,2025-05-04
202,454,2013-10-17
6,3152,2022-04-01
4,7527,2017-06-25
201,178,1963-02-01
8,4241,2019-01-14
177,557,2025-09-11
50,8247,2020-06-01
202,3859,2013-08-03
177,6949,2019-12-22
136,7124,2021-09-13
201,6153,1983-04-24
48,5404,2021-10-11
202,5069,2009-07-22
202,2331,2016-11-17
189,7473,2021-06-09
2,2265,2023-06-22
202,6552,2006-11-07
202,758,2012-09-09
202,5546,2002-09-25
202,4093,1999-06-23
161,2691,2018-07-14
201,2750,1974-12-10
180,8212,2019-01-24
197,1550,2020-08-04
202,415,2013-11-15
73,607,2024-11-12
201,6411,1958-02-06
73,567,2020-11-23
202,7678,2015-01-30
100,6525,2024-01-13
202,522,2013-05-18
91,2904,2018-02-22
201,8496,1992-04-08
202,4997,2016-10-27
33,7303,2025-07-15
202,4375,2013-12-11
101,7379,2022-12-10
201,8624,1989-02-20
202,5726,1996-11-21
26,8739,2020-06-15
194,1973,2021-03-02
182,4086,2022-05-10
126,5779,2022-05-18
202,1552,1998-08-06
159,2878,2018-02-24
201,5605,1990-07-11
52,1360,2022-08-12
98,4362,2025-04-01
40,2630,2025-02-18
201,213,1994-02-16
180,1596,2019-08-13
202,6588,2003-10-18
172,3212,2021-01-07
165,6249,2024-10-13
201,8548,1952-01-23
201,537,1964-01-23
64,1249,2023-10-13
202,5119,2007-04-08
202,5389,2003-12-14
189,3229,2017-04-18
126,8263,2022-07-15
86,4492,2024-11-01
201,1386,1987-02-20
157,7493,2020-04-13
202,6399,2007-11-25
202,5254,2015-03-24
75,5422,2018-05-15
153,2830,2022-12-25
133,6180,2025-01-05
201,793,1959-06-01
57,3171,2020-03-04
202,498,2016-02-16
202,5139,2006-08-20
135,551,2023-05-17
2,1894,2018-01-10
201,6041,1950-09-24
202,41,2015-04-18
163,6420,2021-06-19
3,8156,2021-03-27
61,6281,2018-09-11
202,8803,2002-12-06
201,6329,1989-11-04
159,3598,2023-08-24
69,6861,2023-11-14
201,7869,1967-04-28
202,3519,2000-02-26
202,1414,2008-11-21
170,8058,2021-06-09
143,5956,2024-09-02
135,1055,2025-03-30
202,2007,2004-12-22
39,115,2022-11-14
82,7414,2024-05-06
24,6769,2022-09-08
145,7721,2024-01-06
104,2260,2024-04-19
202,3263,1998-08-27
48,1093,2018-05-16
202,4886,2012-08-30
189,81,2021-09-15
202,2229,2015-02-09
182,3043,2021-10-01
202,3617,2000-03-18
144,3401,2020-09-06
94,1850,2025-08-13
202,7154,2008-12-31
202,5335,2008-04-25
201,1901,1951-12-17
39,7215,2022-05-21
202,5489,2012-03-14
196,944,2018-11-17
9,6021,2021-05-21
202,3481,2013-03-21
202,949,2000-05-09
116,3999,2018-05-13
202,2089,2015-07-27
202,82,1996-01-28
91,2613,2024-09-05
202,7976,1996-04-11
116,8030,2017-08-06
201,3450,1974-05-16
194,1044,2022-03-02
23,2120,2024-09-05
148,8752,2024-12-31
202,2374,2014-03-22
76,6218,2025-11-26
201,7837,1953-07-09
201,7403,1971-04-01
141,5420,2022-09-20
202,7189,2022-09-05
202,574,1996-06-13
162,7637,2017-04-04
202,2970,2011-02-28
202,8082,1995-01-14
35,2418,2025-12-12
126,7911,2018-01-22
9,1502,2022-08-18
201,8459,1982-02-27
46,5081,2025-05-12
196,4861,2023-08-24
202,4406,1995-06-24
104,6252,2017-06-05
202,1114,2006-12-10
183,782,2021-12-18
201,8308,1981-07-23
11,3840,2024-06-02
143,8341,2025-10-30
150,1025,2021-03-08
201,780,1993-09-06
202,656,2009-11-22
201,7118,1955-04-23
58,3133,2024-01-23
171,5705,2019-05-10
113,5328,2023-11-09
202,1606,2004-06-18
94,7764,2021-06-14
202,2999,2003-07-30
123,310,2017-03-18
